beam_deflection_mm,beam_height_mm
46.6045962428553,112.216216216216
46.596714571627,112.432432432432
46.5884387725028,112.648648648649
46.5797688371195,112.864864864865
46.5707047566897,113.081081081081
46.5612465220018,113.297297297297
46.5513941234205,113.513513513514
46.5411475508862,113.72972972973
46.5305067939154,113.945945945946
46.5194718416003,114.162162162162
46.5080426826094,114.378378378378
46.4962193051867,114.594594594595
46.4840016971526,114.810810810811
46.4713898459031,115.027027027027
46.4583837384104,115.243243243243
46.4449833612225,115.459459459459
46.4311887004632,115.675675675676
46.4169997418326,115.891891891892
46.4024164706066,116.108108108108
46.3874388716368,116.324324324324
46.3720669293511,116.540540540541
46.3563006277532,116.756756756757
46.3401399504227,116.972972972973
46.3235848805151,117.189189189189
46.3066354007621,117.405405405405
46.289291493471,117.621621621622
46.2715531405253,117.837837837838
46.2534203233844,118.054054054054
46.2348930478402,118.27027027027
46.215971397318,118.486486486486
46.1966553383099,118.702702702703
46.1769448222714,118.918918918919
46.1568398010131,119.135135135135
46.1363402267,119.351351351351
46.1154460518518,119.567567567568
46.0941572293432,119.783783783784
46.0724737124034,120
46.0503954546162,120.216216216216
46.0279224099203,120.432432432432
46.0050545326091,120.648648648649
45.9817917773305,120.864864864865
45.9581340990875,121.081081081081
45.9340814532374,121.297297297297
45.9096337954925,121.513513513514
45.8847910819196,121.72972972973
45.8595532689404,121.945945945946
45.8339203133311,122.162162162162
45.8078921722228,122.378378378378
45.7814688031012,122.594594594595
45.7546501638068,122.810810810811
45.7274362125346,123.027027027027
45.6998269078347,123.243243243243
45.6718222086115,123.459459459459
45.6434220741242,123.675675675676
45.6146264639871,123.891891891892
45.5854353381686,124.108108108108
45.5558486569922,124.324324324324
45.525866381136,124.540540540541
45.4954884716329,124.756756756757
45.4647148898704,124.972972972973
45.4335455975907,125.189189189189
45.4019805568908,125.405405405405
45.3700197302224,125.621621621622
45.3376630803917,125.837837837838
45.30491057056,126.054054054054
45.271762164243,126.27027027027
45.2382178253111,126.486486486486
45.2042775179897,126.702702702703
45.1699412068586,126.918918918919
45.1352088568524,127.135135135135
45.1000804332605,127.351351351351
45.064555901727,127.567567567568
45.0286352282505,127.783783783784
44.9923183791846,128
44.9556053212374,128.216216216216
44.9184960214719,128.432432432432
44.8809904473055,128.648648648649
44.8430885665106,128.864864864865
44.8047903472143,129.081081081081
44.7660957578982,129.297297297297
44.7270047673988,129.513513513514
44.6875173449072,129.72972972973
44.6476334599692,129.945945945946
44.6073530824855,130.162162162162
44.5666761827112,130.378378378378
44.5256027312565,130.594594594595
44.4841326990858,130.810810810811
44.4422660575188,131.027027027027
44.4000027782293,131.243243243243
44.3573428332463,131.459459459459
44.3142861949533,131.675675675676
44.2708328360886,131.891891891892
44.226982729745,132.108108108108
44.1827358493702,132.324324324324
44.1380921687666,132.540540540541
44.0930516620912,132.756756756757
44.0476143038559,132.972972972973
44.001780068927,133.189189189189
43.9555489325259,133.405405405405
43.9089208702284,133.621621621622
43.8618958579651,133.837837837838
43.8144738720214,134.054054054054
43.7666548890373,134.27027027027
43.7184388860075,134.486486486487
43.6698258402815,134.702702702703
43.6208157295635,134.918918918919
43.5714085319123,135.135135135135
43.5216042257415,135.351351351351
43.4714027898194,135.567567567568
43.420804203269,135.783783783784
43.3698084455681,136
43.3184154965489,136.216216216216
43.2666253363987,136.432432432432
43.2144379456593,136.648648648649
43.1618533052273,136.864864864865
43.1088713963539,137.081081081081
43.055492200645,137.297297297297
43.0017157000613,137.513513513514
42.9475418769183,137.72972972973
42.892970713886,137.945945945946
42.8380021939892,138.162162162162
42.7826363006075,138.378378378378
42.726873017475,138.594594594595
42.6707123286807,138.810810810811
42.6141542186682,139.027027027027
42.5571986722359,139.243243243243
42.4998456745368,139.459459459459
42.4420952110787,139.675675675676
42.3839473814291,139.891891891892
42.3254025218823,140.108108108108
42.2664606083664,140.324324324324
42.2071215909463,140.540540540541
42.1473854230016,140.756756756757
42.0872520612263,140.972972972973
42.0267214656291,141.189189189189
41.9657935995332,141.405405405405
41.9044684295763,141.621621621622
41.8427459257107,141.837837837838
41.7806260612031,142.054054054054
41.7181088126351,142.27027027027
41.6551941599025,142.486486486486
41.5918820862157,142.702702702703
41.5281725780998,142.918918918919
41.4640656253943,143.135135135135
41.3995612212533,143.351351351351
41.3346593621455,143.567567567568
41.2693600478541,143.783783783784
41.2036632814767,144
41.1375690694257,144.216216216216
41.0710774214279,144.432432432432
41.0041883505247,144.648648648649
40.936901873072,144.864864864865
40.8692180087402,145.081081081081
40.8011367805144,145.297297297297
40.7326582146942,145.513513513514
40.6637823408936,145.72972972973
40.5945091920412,145.945945945946
40.5248388043804,146.162162162162
40.4547712174687,146.378378378378
40.3843064741786,146.594594594595
40.3134446206968,146.810810810811
40.2421857065248,147.027027027027
40.1705297844783,147.243243243243
40.098476910688,147.459459459459
40.0260271445988,147.675675675676
39.9531805489704,147.891891891892
39.8799371898767,148.108108108108
39.8062971367064,148.324324324324
39.7322604621628,148.540540540541
39.6578272422637,148.756756756757
39.5829975563412,148.972972972973
39.5077714870422,149.189189189189
39.4321491203281,149.405405405405
39.3561305454749,149.621621621622
39.279715855073,149.837837837838
39.2029051450274,150.054054054054
39.1256985145577,150.27027027027
39.0480960661981,150.486486486486
38.9700979057971,150.702702702703
38.891704142518,150.918918918919
38.8129148888385,151.135135135135
38.7337302605509,151.351351351351
38.6541503767621,151.567567567568
38.5741753598934,151.783783783784
38.4938053356808,152
38.4130404331748,152.216216216216
38.3318807847404,152.432432432432
38.2503265260571,152.648648648649
38.1683777961191,152.864864864865
38.086034737235,153.081081081081
38.0032974950281,153.297297297297
37.9201662184361,153.513513513514
37.8366410597113,153.72972972973
37.7527221744205,153.945945945946
37.6684097214451,154.162162162162
37.5837038629812,154.378378378378
37.4986047645391,154.594594594595
37.4131125949438,154.810810810811
37.3272275263351,155.027027027027
37.2409497341669,155.243243243243
37.154279397208,155.459459459459
37.0672166975415,155.675675675676
36.9797618205652,155.891891891892
36.8919149549915,156.108108108108
36.8036762928472,156.324324324324
36.7150460294736,156.540540540541
36.6260243635268,156.756756756757
36.5366114969771,156.972972972973
36.4468076351097,157.189189189189
36.3566129865241,157.405405405405
36.2660277631344,157.621621621622
36.1750521801694,157.837837837838
36.0836864561721,158.054054054054
35.9919308130005,158.27027027027
35.8997854758268,158.486486486486
35.8072506731378,158.702702702703
35.714326636735,158.918918918919
35.6210136017343,159.135135135135
35.5273118065661,159.351351351351
35.4332214929757,159.567567567568
35.3387429060224,159.783783783784
35.2438762940805,160
35.1486219088386,160.216216216216
35.0529800052999,160.432432432432
34.9569508417823,160.648648648649
34.860534679918,160.864864864865
34.7637317846538,161.081081081081
